timestamp,open,close,min,max,volume
1766392380,1.17281,1.172885,1.17275,1.17291,71
1766392440,1.172885,1.17278,1.172755,1.172885,56
1766392500,1.172785,1.172715,1.1727,1.172795,65
1766392560,1.17271,1.172885,1.17265,1.17289,80
1766392620,1.172885,1.17283,1.17283,1.17295,47
1766392680,1.172835,1.17297,1.172835,1.172975,79
1766392740,1.17297,1.17289,1.17289,1.17301,62
1766392800,1.172895,1.172985,1.172895,1.17301,58
1766392860,1.172985,1.17309,1.17298,1.17309,54
1766392920,1.17309,1.173285,1.17309,1.173285,73
1766392980,1.173285,1.173315,1.173265,1.173395,96
1766393040,1.17331,1.173375,1.173285,1.173375,96
1766393100,1.17338,1.17346,1.173375,1.173475,83
1766393160,1.173465,1.173635,1.17341,1.173695,176
1766393220,1.173635,1.173615,1.1736,1.173645,46
1766393280,1.173615,1.17363,1.1736,1.17379,130
1766393340,1.173635,1.173515,1.17346,1.17366,93
1766393400,1.173515,1.173515,1.17347,1.173535,87
1766393460,1.173515,1.173615,1.17346,1.17363,49
1766393520,1.17361,1.17364,1.17359,1.173655,64
1766393580,1.17364,1.17367,1.173565,1.173685,95
1766393640,1.173675,1.17364,1.173615,1.17368,54
1766393700,1.173645,1.17371,1.173645,1.17375,116
1766393760,1.173705,1.1737,1.173665,1.17379,154
1766393820,1.173695,1.17368,1.17368,1.17383,143
1766393880,1.173685,1.17364,1.17363,1.173705,70
1766393940,1.17364,1.173585,1.17358,1.17366,115
1766394000,1.17358,1.173595,1.173525,1.173655,133
1766394060,1.17359,1.17355,1.173515,1.17364,79
1766394120,1.17355,1.173515,1.173505,1.173625,66
1766394180,1.173525,1.173595,1.17351,1.173645,113
1766394240,1.1736,1.173585,1.17358,1.173645,65
1766394300,1.17358,1.17357,1.173535,1.173585,52
1766394360,1.17358,1.173505,1.17349,1.17361,54
1766394420,1.173505,1.173335,1.173315,1.17351,61
1766394480,1.17333,1.17337,1.173325,1.17338,35
1766394540,1.17337,1.173285,1.17328,1.17337,32
1766394600,1.173275,1.17322,1.173205,1.173295,79
1766394660,1.17322,1.173355,1.17322,1.173405,71
1766394720,1.17336,1.17342,1.17336,1.173485,78
1766394780,1.17342,1.173335,1.173295,1.173425,64
1766394840,1.173335,1.173315,1.173275,1.173365,65
1766394900,1.173315,1.1732,1.173195,1.173315,51
1766394960,1.173205,1.17312,1.17312,1.173275,77
1766395020,1.173125,1.17296,1.172955,1.17315,67
1766395080,1.17296,1.172895,1.17288,1.172965,81
1766395140,1.172895,1.17296,1.17285,1.17296,70
1766395200,1.17296,1.172815,1.17281,1.172975,57
1766395260,1.17281,1.172865,1.17276,1.17288,69
1766395320,1.172865,1.172905,1.17282,1.172915,53
1766395380,1.17291,1.172975,1.17288,1.17298,69
1766395440,1.172985,1.17308,1.172985,1.173125,70
1766395500,1.173085,1.17286,1.172855,1.17309,59
1766395560,1.17286,1.172885,1.1728,1.1729,77
1766395620,1.17289,1.172865,1.172805,1.172935,98
1766395680,1.17287,1.173155,1.17287,1.173185,116
1766395740,1.173175,1.17311,1.173105,1.17322,110
1766395800,1.173115,1.17327,1.17311,1.17327,132
1766395860,1.17325,1.17336,1.17321,1.173365,119
1766395920,1.173365,1.17338,1.17334,1.17344,148
1766395980,1.173375,1.173435,1.173305,1.173435,110
1766396040,1.17343,1.17343,1.17336,1.17349,71
1766396100,1.173435,1.1734,1.173355,1.173465,160
1766396160,1.1734,1.173245,1.173245,1.173405,73
1766396220,1.173245,1.173015,1.173,1.173255,90
1766396280,1.17302,1.17311,1.17301,1.17323,78
1766396340,1.17311,1.17328,1.17306,1.17329,132
1766396400,1.173285,1.17326,1.173255,1.173315,55
1766396460,1.173255,1.173115,1.173115,1.173275,41
1766396520,1.173115,1.17316,1.173075,1.17316,56
1766396580,1.17316,1.17311,1.17306,1.17322,101
1766396640,1.173115,1.17296,1.17295,1.173125,94
1766396700,1.172965,1.173205,1.17294,1.17324,102
1766396760,1.17322,1.173275,1.17319,1.173275,60
1766396820,1.17327,1.173185,1.17318,1.173295,32
1766396880,1.173185,1.17305,1.17297,1.1732,167
1766396940,1.17306,1.172975,1.17294,1.17306,129
1766397000,1.17297,1.172955,1.172855,1.17297,147
1766397060,1.17296,1.17311,1.17295,1.17312,108
1766397120,1.17312,1.17307,1.173035,1.17317,95
1766397180,1.17305,1.172995,1.172975,1.17305,56
1766397240,1.172995,1.172895,1.17289,1.17307,95
1766397300,1.1729,1.17282,1.17273,1.172915,152
1766397360,1.172825,1.17311,1.172805,1.173115,88
1766397420,1.17311,1.17307,1.17306,1.17314,70
1766397480,1.17308,1.172955,1.172935,1.17315,223
1766397540,1.172955,1.173005,1.172945,1.17304,106
1766397600,1.173,1.17314,1.172995,1.17314,146
1766397660,1.17314,1.17308,1.173035,1.17322,117
1766397720,1.17308,1.17303,1.17291,1.173115,95
1766397780,1.17303,1.173425,1.17303,1.173445,168
1766397840,1.17342,1.17327,1.17321,1.17343,120
1766397900,1.17327,1.173305,1.17319,1.17332,139
1766397960,1.17331,1.173375,1.17331,1.173445,118
1766398020,1.173375,1.173515,1.173305,1.173575,115
1766398080,1.173515,1.17356,1.173455,1.173595,204
1766398140,1.173565,1.17356,1.17351,1.17358,115
1766398200,1.17356,1.17342,1.173405,1.17358,98
1766398260,1.17342,1.17338,1.17333,1.17355,95
1766398320,1.173375,1.17342,1.17328,1.173435,81
1766398380,1.17342,1.17337,1.17336,1.173485,94
1766398440,1.17336,1.173405,1.17333,1.173425,69
1766398500,1.17341,1.173535,1.17338,1.173535,56
1766398560,1.17354,1.173445,1.173415,1.17358,135
1766398620,1.17344,1.173535,1.17343,1.173555,87
1766398680,1.17353,1.173645,1.17349,1.17365,58
1766398740,1.17364,1.173525,1.173445,1.173645,147
1766398800,1.17353,1.17373,1.173495,1.173755,111
1766398860,1.173735,1.17371,1.173665,1.173765,98
1766398920,1.173705,1.17367,1.173655,1.17373,90
1766398980,1.173675,1.17372,1.17366,1.173735,62
1766399040,1.1737,1.173625,1.173585,1.173725,68
1766399100,1.173625,1.173665,1.17362,1.17368,37
1766399160,1.17366,1.1736,1.173595,1.173675,91
1766399220,1.173605,1.173635,1.17357,1.17366,96
1766399280,1.173635,1.173775,1.173635,1.173785,71
1766399340,1.17378,1.1737,1.173685,1.1738,67
1766399400,1.173705,1.17353,1.17352,1.173755,105
1766399460,1.173535,1.17358,1.17347,1.1736,114
1766399520,1.173575,1.17353,1.17349,1.173575,58
1766399580,1.17353,1.17356,1.173525,1.173565,13
1766399640,1.17356,1.173615,1.17356,1.173625,33
1766399700,1.173615,1.173535,1.17347,1.17367,87
1766399760,1.173535,1.17354,1.173505,1.173565,55
1766399820,1.17354,1.173555,1.173525,1.173605,70
1766399880,1.17356,1.173575,1.173505,1.17359,54
1766399940,1.173575,1.173495,1.173485,1.17362,77
1766400000,1.17349,1.17342,1.17339,1.1735,73
1766400060,1.173425,1.17341,1.1734,1.173455,55
1766400120,1.173405,1.17337,1.173365,1.173435,53
1766400180,1.173365,1.17336,1.17332,1.17339,87
1766400240,1.17336,1.173275,1.17325,1.173365,32
1766400300,1.17326,1.173285,1.17326,1.17333,55
1766400360,1.17329,1.173315,1.17328,1.17333,49
1766400420,1.17332,1.17333,1.173305,1.17335,42
1766400480,1.17333,1.173315,1.17331,1.173335,23
1766400540,1.17332,1.17338,1.1733,1.1734,57
1766400600,1.17338,1.173345,1.1733,1.17338,65
1766400660,1.17335,1.17352,1.17335,1.173535,74
1766400720,1.173525,1.17352,1.173415,1.17353,32
1766400780,1.17352,1.173405,1.17338,1.173595,112
1766400840,1.17341,1.17322,1.17321,1.173415,94
1766400900,1.173215,1.173165,1.17311,1.173215,68
1766400960,1.173165,1.173285,1.173165,1.173295,60
1766401020,1.173285,1.173055,1.17302,1.17333,170
1766401080,1.17305,1.173165,1.172985,1.173175,200
1766401140,1.17316,1.17331,1.1731,1.173315,133
