datetime,from,open,max,min,close,volume,range,range_pct
2026-01-06 11:43:00,1767699780,1.17079,1.17088,1.170765,1.170825,110,0.00011499999999986521,0.00982213396535479
2026-01-06 11:44:00,1767699840,1.170825,1.170925,1.170815,1.17086,111,0.0001100000000000545,0.009394803819419444
2026-01-06 11:45:00,1767699900,1.17087,1.17098,1.17086,1.17093,119,0.00011999999999989797,0.01024826420024237
2026-01-06 11:46:00,1767699960,1.170925,1.17095,1.17087,1.170915,149,7.999999999985796e-05,0.006832263657042395
2026-01-06 11:47:00,1767700020,1.170915,1.17092,1.17082,1.170915,159,9.999999999998899e-05,0.008540329571317217
2026-01-06 11:48:00,1767700080,1.170915,1.170915,1.170725,1.170745,162,0.00018999999999991246,0.016228982400088188
2026-01-06 11:49:00,1767700140,1.17075,1.170805,1.170675,1.170685,166,0.00013000000000018552,0.011104609694340111
2026-01-06 11:50:00,1767700200,1.170695,1.170735,1.170635,1.1707,172,9.999999999998899e-05,0.008541898009736823
2026-01-06 11:51:00,1767700260,1.17069,1.170725,1.170655,1.1707,137,7.00000000000145e-05,0.005979328606817672
2026-01-06 11:52:00,1767700320,1.17069,1.17073,1.170605,1.170675,182,0.00012500000000015277,0.010677600529622036
2026-01-06 11:53:00,1767700380,1.170675,1.170815,1.170665,1.1708,128,0.00014999999999987246,0.012811752647751319
2026-01-06 11:54:00,1767700440,1.1708,1.17081,1.17067,1.17069,124,0.00013999999999980695,0.01195875936411919
2026-01-06 11:55:00,1767700500,1.170685,1.170685,1.17051,1.17062,222,0.00017500000000003624,0.014949343083155615
2026-01-06 11:56:00,1767700560,1.17063,1.17066,1.170575,1.170635,148,8.500000000011276e-05,0.007261016456889872
2026-01-06 11:57:00,1767700620,1.17063,1.17063,1.170515,1.1706,156,0.00011500000000008725,0.009824021869134395
2026-01-06 11:58:00,1767700680,1.1706,1.170645,1.170525,1.17063,149,0.00011999999999989797,0.010250890546107477
2026-01-06 11:59:00,1767700740,1.17062,1.170645,1.170565,1.17062,151,7.999999999985796e-05,0.0068339854094290175
2026-01-06 12:00:00,1767700800,1.170625,1.17083,1.170625,1.1708,172,0.00020500000000001073,0.017509395285275942
2026-01-06 12:01:00,1767700860,1.170795,1.170905,1.170755,1.17089,219,0.0001500000000000945,0.012810767877434643
2026-01-06 12:02:00,1767700920,1.170895,1.170985,1.170875,1.17091,150,0.00010999999999983245,0.009394402644083017
2026-01-06 12:03:00,1767700980,1.17091,1.170995,1.170895,1.170985,143,9.999999999998899e-05,0.008539819041233576
2026-01-06 12:04:00,1767701040,1.170975,1.170985,1.17085,1.17087,168,0.00013499999999999623,0.0115298880319759
2026-01-06 12:05:00,1767701100,1.17089,1.17102,1.170885,1.170935,183,0.00013499999999999623,0.01152924799412403
2026-01-06 12:06:00,1767701160,1.170935,1.170995,1.170895,1.17095,122,9.999999999998899e-05,0.008540074298645457
2026-01-06 12:07:00,1767701220,1.170955,1.170955,1.170895,1.170955,162,5.999999999994898e-05,0.005124022699416202
2026-01-06 12:08:00,1767701280,1.170965,1.171045,1.170965,1.17102,159,7.999999999985796e-05,0.006831651039252786
2026-01-06 12:09:00,1767701340,1.17101,1.171165,1.17101,1.17106,203,0.00015499999999990521,0.013235871774281866
2026-01-06 12:10:00,1767701400,1.171055,1.171165,1.17102,1.17115,138,0.00014500000000006175,0.012380993041033322
2026-01-06 12:11:00,1767701460,1.17115,1.171175,1.17102,1.17103,122,0.00015500000000012726,0.013236210857119568
2026-01-06 12:12:00,1767701520,1.171025,1.17104,1.170915,1.17104,159,0.00012500000000015277,0.010674272441603426
2026-01-06 12:13:00,1767701580,1.171035,1.17112,1.171005,1.171075,194,0.00011499999999986521,0.009820037145346386
2026-01-06 12:14:00,1767701640,1.171075,1.1712,1.171055,1.171195,139,0.00014500000000006175,0.012380517334864113
2026-01-06 12:15:00,1767701700,1.171185,1.17124,1.171065,1.17117,234,0.00017500000000003624,0.014942322634633421
2026-01-06 12:16:00,1767701760,1.17117,1.171225,1.171105,1.171115,176,0.00011999999999989797,0.010246645291017362
2026-01-06 12:17:00,1767701820,1.171115,1.171235,1.1711,1.171225,152,0.00013499999999999623,0.011526393306153493
2026-01-06 12:18:00,1767701880,1.171215,1.17122,1.171095,1.17111,137,0.00012499999999993072,0.010673634415207002
2026-01-06 12:19:00,1767701940,1.17111,1.17116,1.171015,1.171025,191,0.00014500000000006175,0.012382314638890012
2026-01-06 12:20:00,1767702000,1.17103,1.171135,1.170975,1.17105,153,0.00015999999999993797,0.013662952051572346
2026-01-06 12:21:00,1767702060,1.171055,1.171085,1.170985,1.17103,131,9.999999999998899e-05,0.00853949087555306
2026-01-06 12:22:00,1767702120,1.17103,1.17112,1.17101,1.171085,132,0.00010999999999983245,0.009392998800243574
2026-01-06 12:23:00,1767702180,1.171085,1.171115,1.17104,1.17109,115,7.49999999998252e-05,0.006404290020393413
2026-01-06 12:24:00,1767702240,1.1711,1.17111,1.17101,1.171025,145,9.999999999998899e-05,0.008539527337160948
2026-01-06 12:25:00,1767702300,1.171025,1.171025,1.17083,1.170865,194,0.00019499999999994522,0.016654353832418357
2026-01-06 12:26:00,1767702360,1.17086,1.170875,1.170715,1.170875,201,0.00016000000000016001,0.0136649941283365
2026-01-06 12:27:00,1767702420,1.170875,1.17093,1.170725,1.170745,171,0.00020500000000001073,0.017510217852735717
2026-01-06 12:28:00,1767702480,1.170745,1.17079,1.17063,1.170635,175,0.00015999999999993797,0.013667795683533976
2026-01-06 12:29:00,1767702540,1.170625,1.17073,1.170605,1.170645,190,0.00012500000000015277,0.010677874163401609
2026-01-06 12:30:00,1767702600,1.17064,1.17064,1.170495,1.17052,205,0.0001449999999998397,0.012387656767918507
2026-01-06 12:31:00,1767702660,1.170515,1.170695,1.170495,1.17068,201,0.00019999999999997797,0.017084087880546175
2026-01-06 12:32:00,1767702720,1.170675,1.17073,1.1706,1.1707,196,0.00012999999999996348,0.011104467412655972
2026-01-06 12:33:00,1767702780,1.170695,1.17072,1.170615,1.170665,211,0.00010500000000002174,0.00896926106102273
2026-01-06 12:34:00,1767702840,1.170665,1.17068,1.17057,1.17057,146,0.00010999999999983245,0.009397131312081503
2026-01-06 12:35:00,1767702900,1.17057,1.17076,1.170555,1.17073,248,0.00020500000000001073,0.017510442202729126
2026-01-06 12:36:00,1767702960,1.17074,1.17074,1.170665,1.170685,151,7.49999999998252e-05,0.006406505592864452
2026-01-06 12:37:00,1767703020,1.170695,1.17071,1.17048,1.17049,171,0.00022999999999995246,0.01964989021691364
2026-01-06 12:38:00,1767703080,1.170495,1.170615,1.170475,1.17056,272,0.000140000000000029,0.011960087479499469
2026-01-06 12:39:00,1767703140,1.17057,1.170615,1.17048,1.170605,240,0.00013499999999999623,0.011532498152664328
2026-01-06 12:40:00,1767703200,1.1706,1.17061,1.17032,1.170375,210,0.00028999999999990145,0.02477838299689428
2026-01-06 12:41:00,1767703260,1.17038,1.170425,1.1702,1.170215,225,0.00022500000000014175,0.019227236020743346
2026-01-06 12:42:00,1767703320,1.17021,1.170235,1.16996,1.169965,311,0.0002749999999998032,0.023504976644583658
2026-01-06 12:43:00,1767703380,1.16997,1.17002,1.16992,1.169965,272,9.999999999998899e-05,0.008547264234399233
2026-01-06 12:44:00,1767703440,1.169965,1.170295,1.169965,1.170235,305,0.0003300000000001635,0.02819946421019398
2026-01-06 12:45:00,1767703500,1.17023,1.17036,1.170195,1.170345,213,0.00016499999999997073,0.014098406880020056
2026-01-06 12:46:00,1767703560,1.170345,1.17037,1.170155,1.170165,135,0.0002149999999998542,0.01837347724464962
2026-01-06 12:47:00,1767703620,1.170165,1.17019,1.17008,1.170155,155,0.0001100000000000545,0.00940046404109323
2026-01-06 12:48:00,1767703680,1.17016,1.170185,1.170095,1.170185,158,8.999999999992347e-05,0.007691091579530029
2026-01-06 12:49:00,1767703740,1.170185,1.170195,1.170085,1.17011,129,0.0001100000000000545,0.009400825563413226
2026-01-06 12:50:00,1767703800,1.170105,1.170325,1.170105,1.170265,245,0.000220000000000109,0.018799160873828488
2026-01-06 12:51:00,1767703860,1.170265,1.170455,1.170195,1.17043,193,0.00025999999999992696,0.022214058081211772
2026-01-06 12:52:00,1767703920,1.17043,1.17045,1.17033,1.17038,228,0.00011999999999989797,0.010253080196166884
2026-01-06 12:53:00,1767703980,1.170375,1.170375,1.17016,1.17017,193,0.0002149999999998542,0.0183733987369232
2026-01-06 12:54:00,1767704040,1.170175,1.170245,1.17011,1.17016,238,0.00013499999999999623,0.011536883844943958
2026-01-06 12:55:00,1767704100,1.170155,1.170155,1.169845,1.16987,270,0.00031000000000003247,0.026498670792483994
2026-01-06 12:56:00,1767704160,1.169875,1.169885,1.169725,1.16981,244,0.00016000000000016001,0.013677434797117482
2026-01-06 12:57:00,1767704220,1.169815,1.170145,1.1698,1.170135,201,0.0003450000000000397,0.02948377751285448
2026-01-06 12:58:00,1767704280,1.17014,1.170165,1.170075,1.17008,191,8.999999999992347e-05,0.007691781758505698
2026-01-06 12:59:00,1767704340,1.17008,1.17016,1.17008,1.170145,143,8.000000000008001e-05,0.006836759546900599
2026-01-06 13:00:00,1767704400,1.17015,1.17017,1.16978,1.169845,402,0.00038999999999989043,0.03333774987283704
2026-01-06 13:01:00,1767704460,1.169845,1.169925,1.169835,1.1699,241,9.000000000014552e-05,0.007692965210714209
2026-01-06 13:02:00,1767704520,1.1699,1.17006,1.169855,1.169865,231,0.00020500000000001073,0.01752338945092047
2026-01-06 13:03:00,1767704580,1.16987,1.16995,1.16973,1.16988,278,0.000220000000000109,0.018805347557023712
2026-01-06 13:04:00,1767704640,1.169885,1.16996,1.16977,1.169935,228,0.0001900000000001345,0.016240218473687385
2026-01-06 13:05:00,1767704700,1.16994,1.170155,1.169885,1.17013,314,0.00026999999999999247,0.023074359259226965
2026-01-06 13:06:00,1767704760,1.170135,1.17041,1.170105,1.17034,380,0.0003049999999999997,0.026060802843618072
2026-01-06 13:07:00,1767704820,1.17034,1.170405,1.17025,1.170355,274,0.00015499999999990521,0.013243844816308317
2026-01-06 13:08:00,1767704880,1.17036,1.17056,1.17027,1.17055,264,0.0002900000000001235,0.024774678569913586
2026-01-06 13:09:00,1767704940,1.170555,1.170765,1.170525,1.170665,311,0.00024000000000001798,0.020501168139477815
2026-01-06 13:10:00,1767705000,1.170665,1.17073,1.17058,1.170675,255,0.0001500000000000945,0.012813120635538855
2026-01-06 13:11:00,1767705060,1.17067,1.170675,1.170465,1.170635,260,0.00020999999999982144,0.017938981834630045
2026-01-06 13:12:00,1767705120,1.17064,1.170925,1.17064,1.170815,311,0.00028500000000009074,0.024342018166840257
2026-01-06 13:13:00,1767705180,1.17081,1.17093,1.17073,1.17087,388,0.00019999999999997797,0.017081315602925855
2026-01-06 13:14:00,1767705240,1.170865,1.170895,1.170685,1.170705,300,0.00021000000000004349,0.01793790920855753
2026-01-06 13:15:00,1767705300,1.17071,1.170765,1.17054,1.170615,295,0.00022500000000014175,0.019220666060159982
2026-01-06 13:16:00,1767705360,1.17061,1.17076,1.170525,1.17053,347,0.00023499999999998522,0.0200763756588883
2026-01-06 13:17:00,1767705420,1.170525,1.170555,1.17037,1.17045,241,0.00018500000000010175,0.01580588662481112
2026-01-06 13:18:00,1767705480,1.17045,1.170525,1.170425,1.17045,218,9.999999999998899e-05,0.008543722499892263
2026-01-06 13:19:00,1767705540,1.170445,1.170845,1.170445,1.17083,213,0.00039999999999995595,0.03416379833109469
2026-01-06 13:20:00,1767705600,1.170825,1.170825,1.17061,1.17076,298,0.00021500000000007624,0.018364139533301124
2026-01-06 13:21:00,1767705660,1.17075,1.17088,1.170625,1.17085,298,0.0002549999999998942,0.021779049408540307
2026-01-06 13:22:00,1767705720,1.17086,1.170905,1.17077,1.1708,256,0.00013499999999999623,0.01153057738298567
2026-01-06 13:23:00,1767705780,1.170795,1.170795,1.170625,1.170675,266,0.00017000000000000348,0.01452153672026852
2026-01-06 13:24:00,1767705840,1.170675,1.170725,1.17057,1.170595,211,0.00015499999999990521,0.013241129511052515
2026-01-06 13:25:00,1767705900,1.17059,1.170725,1.170565,1.170615,196,0.00015999999999993797,0.013668029198322077
2026-01-06 13:26:00,1767705960,1.17061,1.170775,1.1706,1.17077,236,0.0001749999999998142,0.014947427761201105
2026-01-06 13:27:00,1767706020,1.17076,1.170895,1.170715,1.17077,253,0.000180000000000069,0.015374497125829069
2026-01-06 13:28:00,1767706080,1.170775,1.170835,1.170625,1.17071,225,0.00021000000000004349,0.017937832597316457
2026-01-06 13:29:00,1767706140,1.170705,1.170705,1.1706,1.170685,242,0.00010500000000002174,0.008969107830032992
2026-01-06 13:30:00,1767706200,1.17069,1.170715,1.170595,1.17062,290,0.00011999999999989797,0.010250978114153009
2026-01-06 13:31:00,1767706260,1.170625,1.1708,1.170595,1.17076,195,0.00020500000000001073,0.01750999350849113
2026-01-06 13:32:00,1767706320,1.170755,1.170875,1.170755,1.17086,167,0.00012000000000012001,0.010248876893917293
2026-01-06 13:33:00,1767706380,1.17086,1.17088,1.170775,1.1708,175,0.00010500000000002174,0.008968226853435407
2026-01-06 13:34:00,1767706440,1.170805,1.17085,1.17074,1.17083,241,0.0001100000000000545,0.009395044541056729
2026-01-06 13:35:00,1767706500,1.170825,1.171065,1.170825,1.171065,269,0.00024000000000001798,0.020494165567241613
2026-01-06 13:36:00,1767706560,1.17107,1.17137,1.17104,1.171335,295,0.00032999999999994145,0.02817298211015136
2026-01-06 13:37:00,1767706620,1.17133,1.171375,1.17109,1.17114,275,0.00028500000000009074,0.024335263077009645
2026-01-06 13:38:00,1767706680,1.171135,1.171175,1.17108,1.171135,179,9.500000000017828e-05,0.008111788991036753
2026-01-06 13:39:00,1767706740,1.17114,1.171225,1.171085,1.17112,181,0.000140000000000029,0.011954368467793991
2026-01-06 13:40:00,1767706800,1.171125,1.171235,1.171065,1.171165,261,0.00017000000000000348,0.014515461100699173
2026-01-06 13:41:00,1767706860,1.17116,1.1712,1.17109,1.171105,245,0.0001100000000000545,0.009392838387681249
2026-01-06 13:42:00,1767706920,1.17111,1.17117,1.17108,1.171105,209,9.000000000014552e-05,0.007685049589929641
2026-01-06 13:43:00,1767706980,1.171105,1.17124,1.171105,1.171195,155,0.00013499999999999623,0.011526688553144116
2026-01-06 13:44:00,1767707040,1.171195,1.17125,1.171025,1.17104,213,0.0002249999999999197,0.01921369039485583
2026-01-06 13:45:00,1767707100,1.171035,1.17105,1.170875,1.170895,191,0.0001749999999998142,0.014945832034453491
2026-01-06 13:46:00,1767707160,1.17089,1.17092,1.170705,1.17082,399,0.0002149999999998542,0.018363198442105037
2026-01-06 13:47:00,1767707220,1.170815,1.170835,1.170665,1.170715,228,0.00017000000000000348,0.0145210405606833
2026-01-06 13:48:00,1767707280,1.170725,1.170745,1.170575,1.17059,255,0.00017000000000000348,0.014522591171973404
2026-01-06 13:49:00,1767707340,1.170595,1.170785,1.170595,1.170735,178,0.00018999999999991246,0.016229121022256314
2026-01-06 13:50:00,1767707400,1.17073,1.170755,1.17049,1.17063,408,0.0002649999999999597,0.022637383289336486
2026-01-06 13:51:00,1767707460,1.17063,1.17088,1.17062,1.17086,313,0.00025999999999992696,0.022205899936792353
2026-01-06 13:52:00,1767707520,1.17087,1.17092,1.170725,1.17079,288,0.00019499999999994522,0.01665542069883969
2026-01-06 13:53:00,1767707580,1.1708,1.171015,1.1708,1.171015,210,0.0002149999999998542,0.01836014056180785
2026-01-06 13:54:00,1767707640,1.17101,1.171085,1.170965,1.17106,226,0.00011999999999989797,0.01024712653492545
2026-01-06 13:55:00,1767707700,1.171065,1.171225,1.171065,1.171105,247,0.00015999999999993797,0.013662310382069751
2026-01-06 13:56:00,1767707760,1.171115,1.171155,1.171045,1.17108,142,0.0001100000000000545,0.00939303890426397
2026-01-06 13:57:00,1767707820,1.171085,1.171195,1.17098,1.171135,260,0.00021500000000007624,0.018358259295476288
2026-01-06 13:58:00,1767707880,1.17113,1.17115,1.17106,1.171115,241,8.999999999992347e-05,0.007684983968263021
2026-01-06 13:59:00,1767707940,1.171125,1.171145,1.17104,1.17108,193,0.00010500000000002174,0.008966082590431204
2026-01-06 14:00:00,1767708000,1.171085,1.17124,1.17108,1.171235,271,0.00016000000000016001,0.013660793948281943
2026-01-06 14:01:00,1767708060,1.171235,1.171435,1.17121,1.17138,267,0.0002249999999999197,0.019208113507138563
2026-01-06 14:02:00,1767708120,1.17138,1.171445,1.171315,1.171375,283,0.00012999999999996348,0.011098068509227487
2026-01-06 14:03:00,1767708180,1.17138,1.171405,1.171275,1.171315,270,0.00012999999999996348,0.011098637001998904
2026-01-06 14:04:00,1767708240,1.17132,1.171445,1.17129,1.17144,259,0.00015500000000012726,0.013231578228515952
2026-01-06 14:05:00,1767708300,1.17143,1.171445,1.171305,1.171435,213,0.000140000000000029,0.011951153926596781
2026-01-06 14:06:00,1767708360,1.171435,1.171655,1.171415,1.171575,200,0.00023999999999979593,0.020485244222503547
2026-01-06 14:07:00,1767708420,1.17157,1.17169,1.171525,1.17167,235,0.00016499999999997073,0.01408246349227775
2026-01-06 14:08:00,1767708480,1.171675,1.17177,1.171595,1.171595,240,0.00017500000000003624,0.014936902257182411
2026-01-06 14:09:00,1767708540,1.17159,1.171645,1.171465,1.171545,224,0.000180000000000069,0.015364326594374863
2026-01-06 14:10:00,1767708600,1.171545,1.17164,1.17145,1.17145,197,0.00018999999999991246,0.016219215502147975
2026-01-06 14:11:00,1767708660,1.171455,1.171475,1.171265,1.171335,182,0.00021000000000004349,0.017928261342830487
2026-01-06 14:12:00,1767708720,1.17134,1.17157,1.171325,1.171515,220,0.00024500000000005073,0.02091309116827789
2026-01-06 14:13:00,1767708780,1.171505,1.17151,1.17135,1.17137,137,0.00016000000000016001,0.013659219546356832
2026-01-06 14:14:00,1767708840,1.171375,1.171435,1.171355,1.171395,170,8.000000000008001e-05,0.006829464015134093
2026-01-06 14:15:00,1767708900,1.17139,1.1714,1.171315,1.17133,209,8.499999999989072e-05,0.007256708186411236
2026-01-06 14:16:00,1767708960,1.17133,1.171335,1.17101,1.17103,209,0.0003249999999999087,0.0277533453455427
2026-01-06 14:17:00,1767709020,1.171035,1.171115,1.17097,1.171035,229,0.0001449999999998397,0.012382208900659646
2026-01-06 14:18:00,1767709080,1.17103,1.171035,1.17065,1.170705,275,0.0003850000000000797,0.032886166882355475
2026-01-06 14:19:00,1767709140,1.1707,1.17083,1.170615,1.170825,300,0.00021500000000007624,0.018363120022213075
2026-01-06 14:20:00,1767709200,1.17083,1.170905,1.170695,1.170795,353,0.00021000000000004349,0.017936530306334027
2026-01-06 14:21:00,1767709260,1.17079,1.1708,1.170615,1.170685,248,0.00018500000000010175,0.015802713795777835
2026-01-06 14:22:00,1767709320,1.17068,1.170715,1.17056,1.17056,145,0.00015499999999990521,0.013241525423720715
2026-01-06 14:23:00,1767709380,1.170565,1.170575,1.17036,1.17036,234,0.0002149999999998542,0.01837041594038195
2026-01-06 14:24:00,1767709440,1.17036,1.17038,1.170265,1.170295,266,0.00011499999999986521,0.009826582186531192
2026-01-06 14:25:00,1767709500,1.170305,1.17034,1.17023,1.170245,170,0.00010999999999983245,0.009399741079845028
2026-01-06 14:26:00,1767709560,1.170245,1.17037,1.170225,1.170345,183,0.0001449999999998397,0.012389509076369765
2026-01-06 14:27:00,1767709620,1.170355,1.170395,1.170315,1.17036,167,8.000000000008001e-05,0.006835503605734987
2026-01-06 14:28:00,1767709680,1.17036,1.170485,1.17026,1.1703,228,0.0002249999999999197,0.019225839528319213
2026-01-06 14:29:00,1767709740,1.170295,1.170545,1.170265,1.170535,243,0.00027999999999983594,0.02392068584022143
2026-01-06 14:30:00,1767709800,1.17054,1.17056,1.170255,1.170255,284,0.0003049999999999997,0.02606269573725382
2026-01-06 14:31:00,1767709860,1.17026,1.170535,1.170255,1.17051,277,0.000280000000000058,0.023921196743304885
2026-01-06 14:32:00,1767709920,1.17051,1.17065,1.170475,1.17062,257,0.00017500000000003624,0.014949343083155615
2026-01-06 14:33:00,1767709980,1.17063,1.17071,1.17055,1.170575,284,0.00015999999999993797,0.013668496251836745
2026-01-06 14:34:00,1767710040,1.170575,1.17085,1.170575,1.17079,199,0.0002750000000000252,0.02348841380606473
2026-01-06 14:35:00,1767710100,1.17079,1.17082,1.17061,1.170665,265,0.00021000000000004349,0.01793852212204546
2026-01-06 14:36:00,1767710160,1.170675,1.170735,1.17061,1.170635,273,0.00012500000000015277,0.010677965377778108
2026-01-06 14:37:00,1767710220,1.17063,1.170635,1.17044,1.170475,193,0.00019500000000016726,0.016659903030835112
2026-01-06 14:38:00,1767710280,1.170475,1.170475,1.17036,1.170445,216,0.00011499999999986521,0.009825322847281607
2026-01-06 14:39:00,1767710340,1.170435,1.170495,1.170245,1.170245,258,0.0002500000000000835,0.021363047908778375
2026-01-06 14:40:00,1767710400,1.17024,1.17024,1.16992,1.17017,375,0.00031999999999987594,0.027346453934033173
2026-01-06 14:41:00,1767710460,1.170165,1.17035,1.170155,1.17034,301,0.00019499999999994522,0.016661824768865904
2026-01-06 14:42:00,1767710520,1.17034,1.1704,1.17023,1.17038,246,0.00017000000000000348,0.014525196944582399
2026-01-06 14:43:00,1767710580,1.170385,1.170815,1.170385,1.170805,277,0.00042999999999993044,0.03672686741173213
2026-01-06 14:44:00,1767710640,1.170815,1.17098,1.170805,1.170875,326,0.0001749999999998142,0.01494608732783723
2026-01-06 14:45:00,1767710700,1.17088,1.17114,1.170805,1.17108,335,0.0003349999999999742,0.02860607302660572
2026-01-06 14:46:00,1767710760,1.17108,1.171125,1.17078,1.170865,331,0.0003450000000000397,0.029465395241982613
2026-01-06 14:47:00,1767710820,1.17087,1.170985,1.170715,1.170985,277,0.00026999999999999247,0.02305751141133255
2026-01-06 14:48:00,1767710880,1.17098,1.17098,1.170755,1.170755,322,0.0002249999999999197,0.019218367634553746
2026-01-06 14:49:00,1767710940,1.17075,1.170925,1.170725,1.170745,264,0.00019999999999997797,0.01708313936851987
2026-01-06 14:50:00,1767711000,1.17075,1.17116,1.17064,1.171065,343,0.000520000000000076,0.04440402539569332
2026-01-06 14:51:00,1767711060,1.171065,1.171245,1.17101,1.17108,377,0.00023499999999998522,0.020066946750007277
2026-01-06 14:52:00,1767711120,1.171085,1.171265,1.171055,1.171245,289,0.00021000000000004349,0.017929638973916088
2026-01-06 14:53:00,1767711180,1.17125,1.171435,1.17125,1.171265,353,0.00018500000000010175,0.0157948884326008
2026-01-06 14:54:00,1767711240,1.17126,1.17131,1.171125,1.171275,283,0.00018500000000010175,0.015794753580508566
2026-01-06 14:55:00,1767711300,1.17128,1.171325,1.1712,1.1712,293,0.00012499999999993072,0.01067281420764436
2026-01-06 14:56:00,1767711360,1.171205,1.171315,1.171175,1.17123,213,0.000140000000000029,0.01195324573312065
2026-01-06 14:57:00,1767711420,1.171225,1.171245,1.171035,1.17112,320,0.00021000000000004349,0.01793155270169099
2026-01-06 14:58:00,1767711480,1.17113,1.171155,1.170965,1.17109,384,0.00018999999999991246,0.01622420138502698
2026-01-06 14:59:00,1767711540,1.171085,1.171115,1.170865,1.170915,360,0.00024999999999986144,0.02135082392828356
2026-01-06 15:00:00,1767711600,1.1709,1.170905,1.17064,1.170775,429,0.00026500000000018176,0.02263457965878856
2026-01-06 15:01:00,1767711660,1.17077,1.17084,1.170735,1.170745,281,0.00010500000000002174,0.008968648168475778
2026-01-06 15:02:00,1767711720,1.170735,1.170755,1.170495,1.170495,302,0.00025999999999992696,0.02221282448877842
2026-01-06 15:03:00,1767711780,1.1705,1.170545,1.170195,1.170215,353,0.00034999999999985043,0.02990903381001358
2026-01-06 15:04:00,1767711840,1.17021,1.17022,1.16997,1.17015,396,0.0002500000000000835,0.02136478229287557
2026-01-06 15:05:00,1767711900,1.170145,1.17033,1.170035,1.17032,392,0.00029500000000015625,0.025206781051349738
2026-01-06 15:06:00,1767711960,1.17033,1.170705,1.170265,1.170685,358,0.00043999999999999595,0.037584832811558694
2026-01-06 15:07:00,1767712020,1.170685,1.170785,1.170655,1.170755,268,0.00012999999999996348,0.011103945744409673
2026-01-06 15:08:00,1767712080,1.17075,1.17075,1.17016,1.17023,295,0.0005899999999998684,0.05041743930679169
2026-01-06 15:09:00,1767712140,1.170225,1.17052,1.17016,1.17045,289,0.00035999999999991594,0.03075740099960835
