timestamp,open,close,min,max,volume
1767371845,1.175345,1.175395,1.175275,1.175395,0
1767371850,1.175435,1.175425,1.175425,1.175615,0
1767371855,1.175335,1.175375,1.175325,1.175425,0
1767371860,1.175345,1.175365,1.175305,1.175395,0
1767371865,1.175385,1.175485,1.175385,1.175555,0
1767371870,1.175505,1.175525,1.175485,1.175595,0
1767371875,1.175565,1.175635,1.175565,1.175665,0
1767371880,1.175585,1.175455,1.175425,1.175635,0
1767371885,1.175405,1.175485,1.175365,1.175495,0
1767371890,1.175515,1.175365,1.175365,1.175515,0
1767371895,1.175395,1.175535,1.175305,1.175535,0
1767371900,1.175555,1.175425,1.175425,1.175645,0
1767371905,1.175375,1.175585,1.175375,1.175615,0
1767371910,1.175645,1.175355,1.175265,1.175675,0
1767371915,1.175345,1.175345,1.175255,1.175345,0
1767371920,1.175355,1.175305,1.175265,1.175385,0
1767371925,1.175315,1.175195,1.175175,1.175315,0
1767371930,1.175235,1.175205,1.175105,1.175255,0
1767371935,1.175175,1.175055,1.175055,1.175195,0
1767371940,1.175025,1.175125,1.175025,1.175145,0
1767371945,1.175095,1.175035,1.174995,1.175095,0
1767371950,1.175025,1.175195,1.174945,1.175275,0
1767371955,1.175185,1.175125,1.175105,1.175195,0
1767371960,1.175065,1.175015,1.175015,1.175105,0
1767371965,1.175055,1.175085,1.174995,1.175105,0
1767371970,1.175075,1.174835,1.174835,1.175105,0
1767371975,1.174825,1.174785,1.174685,1.174845,0
1767371980,1.174775,1.174735,1.174685,1.174925,0
1767371985,1.174705,1.174795,1.174685,1.174795,0
1767371990,1.174825,1.174915,1.174745,1.174915,0
1767371995,1.174955,1.175215,1.174955,1.175215,0
1767372000,1.175275,1.175375,1.175245,1.175445,0
1767372005,1.175295,1.175405,1.175285,1.175475,0
1767372010,1.175425,1.175295,1.175275,1.175425,0
1767372015,1.175305,1.175165,1.175165,1.175305,0
1767372020,1.175175,1.175285,1.175175,1.175405,0
1767372025,1.175325,1.175485,1.175275,1.175485,0
1767372030,1.175525,1.175675,1.175525,1.175705,0
1767372035,1.175665,1.175815,1.175655,1.175895,0
1767372040,1.175835,1.175545,1.175545,1.175905,0
1767372045,1.175525,1.175815,1.175525,1.175815,0
1767372050,1.175835,1.175815,1.175755,1.175855,0
1767372055,1.175785,1.175725,1.175715,1.175825,0
1767372060,1.175705,1.175985,1.175705,1.175985,0
1767372065,1.176015,1.175895,1.175885,1.176015,0
1767372070,1.175905,1.175875,1.175875,1.176055,0
1767372075,1.175865,1.175815,1.175795,1.175935,0
1767372080,1.175775,1.175725,1.175695,1.175775,0
1767372085,1.175595,1.175695,1.175565,1.175735,0
1767372090,1.175685,1.175615,1.175615,1.175745,0
1767372095,1.175605,1.175345,1.175345,1.175605,0
1767372100,1.175365,1.175285,1.175285,1.175365,0
1767372105,1.175275,1.175475,1.175275,1.175525,0
1767372110,1.175485,1.175615,1.175485,1.175615,0
1767372115,1.175605,1.175775,1.175605,1.175805,0
1767372120,1.175725,1.175535,1.175535,1.175725,0
1767372125,1.175545,1.175535,1.175455,1.175545,0
1767372130,1.175545,1.175635,1.175545,1.175635,0
1767372135,1.175625,1.175515,1.175515,1.175625,0
1767372140,1.175545,1.175705,1.175545,1.175725,0
1767372145,1.175675,1.175505,1.175505,1.175675,0
1767372150,1.175435,1.175435,1.175395,1.175505,0
1767372155,1.175425,1.175335,1.175315,1.175425,0
1767372160,1.175355,1.175305,1.175285,1.175365,0
1767372165,1.175285,1.175045,1.175045,1.175285,0
1767372170,1.175035,1.174835,1.174785,1.175045,0
1767372175,1.174805,1.174635,1.174635,1.174875,0
1767372180,1.174595,1.174625,1.174525,1.174635,0
1767372185,1.174585,1.174435,1.174435,1.174585,0
1767372190,1.174405,1.174505,1.174295,1.174525,0
1767372195,1.174525,1.174555,1.174485,1.174595,0
1767372200,1.174535,1.174595,1.174485,1.174595,0
1767372205,1.174585,1.174545,1.174515,1.174705,0
1767372210,1.174565,1.174525,1.174495,1.174625,0
1767372215,1.174545,1.174365,1.174365,1.174545,0
1767372220,1.174285,1.174255,1.174185,1.174325,0
1767372225,1.174265,1.174365,1.174265,1.174415,0
1767372230,1.174355,1.174435,1.174355,1.174445,0
1767372235,1.174445,1.174415,1.174415,1.174525,0
1767372240,1.174405,1.174495,1.174395,1.174515,0
1767372245,1.174515,1.174175,1.174165,1.174515,0
1767372250,1.174155,1.174185,1.174065,1.174195,0
1767372255,1.174205,1.174245,1.174155,1.174285,0
1767372260,1.174285,1.174185,1.174185,1.174295,0
1767372265,1.174215,1.174225,1.174215,1.174315,0
1767372270,1.174305,1.174335,1.174305,1.174415,0
1767372275,1.174315,1.174305,1.174285,1.174405,0
1767372280,1.174325,1.174305,1.174255,1.174345,0
1767372285,1.174345,1.174385,1.174305,1.174425,0
1767372290,1.174365,1.174375,1.174245,1.174375,0
1767372295,1.174395,1.174375,1.174345,1.174435,0
1767372300,1.174385,1.174255,1.174245,1.174395,0
1767372305,1.174245,1.174325,1.174205,1.174355,0
1767372310,1.174285,1.174185,1.174185,1.174285,0
1767372315,1.174205,1.174205,1.174145,1.174225,0
1767372320,1.174225,1.174235,1.174225,1.174355,0
1767372325,1.174185,1.173925,1.173895,1.174185,0
1767372330,1.173915,1.173975,1.173915,1.174045,0
1767372335,1.173965,1.174055,1.173935,1.174055,0
1767372340,1.173945,1.173965,1.173805,1.173965,0
1767372345,1.173885,1.173825,1.173795,1.173885,0
1767372350,1.173815,1.173615,1.173615,1.173815,0
1767372355,1.173625,1.173665,1.173465,1.173665,0
1767372360,1.173685,1.173665,1.173555,1.173685,0
1767372365,1.173655,1.173435,1.173415,1.173675,0
1767372370,1.173425,1.173225,1.173185,1.173425,0
1767372375,1.173245,1.173225,1.173215,1.173285,0
1767372380,1.173245,1.173205,1.173185,1.173315,0
1767372385,1.173215,1.173395,1.173215,1.173455,0
1767372390,1.173385,1.173395,1.173325,1.173405,0
1767372395,1.173485,1.173545,1.173465,1.173545,0
1767372400,1.173555,1.173505,1.173405,1.173585,0
1767372405,1.173445,1.173345,1.173345,1.173535,0
1767372410,1.173355,1.173505,1.173345,1.173575,0
1767372415,1.173475,1.173535,1.173425,1.173535,0
1767372420,1.173555,1.173805,1.173555,1.173905,0
1767372425,1.173785,1.173785,1.173715,1.173885,0
1767372430,1.173775,1.173685,1.173685,1.173835,0
1767372435,1.173695,1.173835,1.173625,1.173835,0
1767372440,1.173815,1.173905,1.173775,1.173915,0
1767372445,1.173865,1.173945,1.173865,1.173975,0
1767372450,1.173975,1.174005,1.173945,1.174055,0
1767372455,1.173985,1.174035,1.173935,1.174035,0
1767372460,1.174065,1.174065,1.174025,1.174095,0
1767372465,1.174045,1.173855,1.173815,1.174045,0
1767372470,1.173945,1.173985,1.173945,1.174065,0
1767372475,1.173995,1.174075,1.173945,1.174075,0
1767372480,1.174105,1.173945,1.173945,1.174105,0
1767372485,1.173985,1.174075,1.173915,1.174075,0
1767372490,1.174065,1.174205,1.174045,1.174235,0
1767372495,1.174215,1.174285,1.174165,1.174295,0
1767372500,1.174235,1.174315,1.174185,1.174325,0
1767372505,1.174345,1.174315,1.174275,1.174385,0
1767372510,1.174305,1.174275,1.174235,1.174345,0
1767372515,1.174265,1.174535,1.174205,1.174535,0
1767372520,1.174505,1.174685,1.174505,1.174735,0
1767372525,1.174635,1.174665,1.174565,1.174675,0
1767372530,1.174685,1.174575,1.174485,1.174685,0
1767372535,1.174485,1.174545,1.174475,1.174595,0
1767372540,1.174515,1.174535,1.174465,1.174595,0
1767372545,1.174505,1.174685,1.174485,1.174735,0
1767372550,1.174675,1.174845,1.174675,1.174875,0
1767372555,1.174885,1.174975,1.174875,1.174975,0
1767372560,1.174995,1.175085,1.174995,1.175115,0
1767372565,1.175075,1.174875,1.174875,1.175195,0
1767372570,1.174865,1.174705,1.174705,1.174865,0
1767372575,1.174725,1.174735,1.174655,1.174745,0
1767372580,1.174715,1.174845,1.174705,1.174855,0
1767372585,1.174865,1.174775,1.174755,1.174865,0
1767372590,1.174785,1.174645,1.174605,1.174785,0
1767372595,1.174675,1.174695,1.174625,1.174715,0
1767372600,1.174705,1.174625,1.174615,1.174745,0
1767372605,1.174575,1.174525,1.174525,1.174645,0
1767372610,1.174555,1.174645,1.174535,1.174735,0
1767372615,1.174595,1.174725,1.174565,1.174735,0
1767372620,1.174745,1.174605,1.174595,1.174745,0
1767372625,1.174615,1.174495,1.174455,1.174655,0
1767372630,1.174445,1.174135,1.174135,1.174565,0
1767372635,1.174125,1.174115,1.174075,1.174135,0
1767372640,1.174125,1.174255,1.174085,1.174285,0
1767372645,1.174235,1.174385,1.174225,1.174475,0
1767372650,1.174375,1.174245,1.174195,1.174435,0
1767372655,1.174225,1.173935,1.173915,1.174255,0
1767372660,1.173945,1.174015,1.173945,1.174055,0
1767372665,1.173985,1.174175,1.173885,1.174175,0
1767372670,1.174145,1.174225,1.174145,1.174295,0
1767372675,1.174175,1.174285,1.174065,1.174295,0
1767372680,1.174295,1.174285,1.174265,1.174305,0
1767372685,1.174315,1.174415,1.174295,1.174415,0
1767372690,1.174445,1.174475,1.174325,1.174475,0
1767372695,1.174445,1.174275,1.174275,1.174515,0
1767372700,1.174315,1.174485,1.174275,1.174485,0
1767372705,1.174445,1.174405,1.174405,1.174515,0
1767372710,1.174395,1.174345,1.174315,1.174425,0
1767372715,1.174415,1.174305,1.174275,1.174465,0
1767372720,1.174315,1.174365,1.174315,1.174435,0
1767372725,1.174405,1.174245,1.174245,1.174445,0
1767372730,1.174225,1.174405,1.174225,1.174415,0
1767372735,1.174385,1.174305,1.174205,1.174385,0
1767372740,1.174285,1.174385,1.174265,1.174395,0
1767372745,1.174365,1.174215,1.174215,1.174365,0
1767372750,1.174195,1.174185,1.174125,1.174255,0
1767372755,1.174195,1.174095,1.174065,1.174195,0
1767372760,1.174085,1.174145,1.174055,1.174145,0
1767372765,1.174135,1.174235,1.174085,1.174235,0
1767372770,1.174255,1.174275,1.174185,1.174275,0
1767372775,1.174295,1.174225,1.174195,1.174295,0
1767372780,1.174205,1.174075,1.174045,1.174265,0
1767372785,1.174095,1.174045,1.173935,1.174095,0
1767372790,1.174055,1.174135,1.174055,1.174185,0
1767372795,1.174125,1.173985,1.173985,1.174155,0
1767372800,1.173965,1.173855,1.173855,1.173965,0
1767372805,1.173935,1.173875,1.173875,1.174035,0
1767372810,1.173895,1.173715,1.173705,1.173895,0
1767372815,1.173695,1.173485,1.173485,1.173705,0
1767372820,1.173465,1.173465,1.173375,1.173585,0
1767372825,1.173425,1.173145,1.173125,1.173435,0
1767372830,1.173195,1.173265,1.173115,1.173265,0
1767372835,1.173225,1.173125,1.173015,1.173235,0
1767372840,1.173145,1.172885,1.172885,1.173145,0
1767372845,1.172895,1.172825,1.172825,1.173025,0
1767372850,1.172855,1.172975,1.172855,1.173005,0
1767372855,1.173005,1.173085,1.173005,1.173105,0
1767372860,1.173125,1.173165,1.173125,1.173235,0
1767372865,1.173155,1.173075,1.173075,1.173165,0
1767372870,1.173065,1.173025,1.172915,1.173065,0
1767372875,1.172985,1.173075,1.172895,1.173075,0
1767372880,1.173085,1.172865,1.172785,1.173085,0
1767372885,1.172885,1.172965,1.172825,1.172975,0
1767372890,1.172995,1.172945,1.172915,1.173045,0
1767372895,1.172935,1.172955,1.172835,1.172955,0
1767372900,1.172935,1.172905,1.172745,1.172935,0
1767372905,1.172935,1.172955,1.172875,1.173005,0
1767372910,1.172965,1.172995,1.172965,1.173075,0
1767372915,1.173005,1.172965,1.172935,1.173005,0
1767372920,1.172975,1.172995,1.172925,1.173025,0
1767372925,1.173015,1.173015,1.172965,1.173115,0
1767372930,1.172995,1.172845,1.172785,1.172995,0
1767372935,1.172855,1.173075,1.172825,1.173135,0
1767372940,1.173065,1.172915,1.172915,1.173065,0
1767372945,1.172945,1.172675,1.172675,1.172975,0
1767372950,1.172645,1.172585,1.172585,1.172645,0
1767372955,1.172605,1.172955,1.172605,1.173005,0
1767372960,1.172965,1.172795,1.172795,1.172975,0
1767372965,1.172835,1.172915,1.172755,1.172935,0
1767372970,1.172905,1.172905,1.172845,1.172915,0
1767372975,1.172935,1.172995,1.172935,1.173115,0
1767372980,1.172985,1.173045,1.172915,1.173045,0
1767372985,1.172995,1.173065,1.172995,1.173195,0
1767372990,1.173095,1.173035,1.173015,1.173125,0
1767372995,1.173055,1.173085,1.172985,1.173095,0
1767373000,1.173055,1.173115,1.173055,1.173235,0
1767373005,1.173175,1.173095,1.173015,1.173195,0
1767373010,1.173085,1.173045,1.172935,1.173085,0
1767373015,1.173035,1.173165,1.173035,1.173195,0
1767373020,1.173175,1.173095,1.173095,1.173255,0
1767373025,1.173115,1.173085,1.173065,1.173155,0
1767373030,1.173045,1.173155,1.173005,1.173175,0
1767373035,1.173105,1.172965,1.172965,1.173145,0
1767373040,1.172985,1.173025,1.172855,1.173045,0
1767373045,1.173015,1.172915,1.172855,1.173035,0
1767373050,1.172905,1.172965,1.172865,1.172995,0
1767373055,1.172985,1.173055,1.172935,1.173055,0
1767373060,1.173065,1.173035,1.172985,1.173065,0
1767373065,1.173065,1.173295,1.172985,1.173295,0
1767373070,1.173285,1.173355,1.173265,1.173415,0
1767373075,1.173385,1.173515,1.173365,1.173515,0
1767373080,1.173545,1.173595,1.173495,1.173605,0
1767373085,1.173605,1.173665,1.173565,1.173695,0
1767373090,1.173685,1.173715,1.173605,1.173715,0
1767373095,1.173785,1.173725,1.173675,1.173855,0
1767373100,1.173755,1.173865,1.173755,1.174015,0
1767373105,1.173855,1.173755,1.173755,1.173945,0
1767373110,1.173745,1.173395,1.173395,1.173745,0
1767373115,1.173415,1.173255,1.173205,1.173415,0
1767373120,1.173285,1.173165,1.173155,1.173285,0
1767373125,1.173125,1.173185,1.173025,1.173185,0
1767373130,1.173245,1.173135,1.173095,1.173245,0
1767373135,1.173095,1.173035,1.172995,1.173125,0
1767373140,1.173045,1.172925,1.172905,1.173045,0
1767373145,1.172935,1.172915,1.172915,1.173025,0
1767373150,1.172975,1.172945,1.172935,1.173015,0
1767373155,1.172975,1.172985,1.172895,1.173005,0
1767373160,1.172955,1.172895,1.172835,1.172995,0
1767373165,1.172915,1.173065,1.172855,1.173115,0
1767373170,1.173095,1.172875,1.172855,1.173095,0
1767373175,1.172865,1.172835,1.172745,1.172925,0
1767373180,1.172855,1.172705,1.172675,1.172855,0
1767373185,1.172745,1.172985,1.172745,1.173025,0
1767373190,1.173025,1.173045,1.172955,1.173045,0
1767373195,1.173065,1.173205,1.173065,1.173205,0
1767373200,1.173235,1.173225,1.173165,1.173255,0
1767373205,1.173195,1.173235,1.173165,1.173245,0
1767373210,1.173255,1.173265,1.173205,1.173295,0
1767373215,1.173205,1.173125,1.173125,1.173315,0
1767373220,1.173135,1.173265,1.173095,1.173365,0
1767373225,1.173285,1.173305,1.173185,1.173365,0
1767373230,1.173315,1.173365,1.173295,1.173425,0
1767373235,1.173385,1.173695,1.173275,1.173695,0
1767373240,1.173635,1.173705,1.173635,1.173765,0
1767373245,1.173735,1.173795,1.173675,1.173795,0
1767373250,1.173775,1.173895,1.173775,1.173895,0
1767373255,1.173905,1.174095,1.173825,1.174095,0
1767373260,1.174085,1.174155,1.173925,1.174215,0
1767373265,1.174175,1.174065,1.174055,1.174205,0
1767373270,1.174045,1.174185,1.173945,1.174185,0
1767373275,1.174175,1.174075,1.174075,1.174175,0
1767373280,1.174085,1.173905,1.173905,1.174085,0
1767373285,1.173915,1.173765,1.173765,1.173915,0
1767373290,1.173705,1.173865,1.173705,1.173905,0
1767373295,1.173875,1.173735,1.173735,1.173895,0
1767373300,1.173745,1.173665,1.173665,1.173755,0
1767373305,1.173615,1.173785,1.173595,1.173785,0
1767373310,1.173745,1.173695,1.173625,1.173765,0
1767373315,1.173655,1.173495,1.173495,1.173655,0
1767373320,1.173555,1.173625,1.173555,1.173795,0
1767373325,1.173675,1.173655,1.173615,1.173705,0
1767373330,1.173665,1.173695,1.173645,1.173745,0
1767373335,1.173675,1.173635,1.173605,1.173675,0
1767373340,1.173615,1.173785,1.173565,1.173865,0
1767373345,1.173765,1.173595,1.173595,1.173765,0
1767373350,1.173535,1.173625,1.173535,1.173625,0
1767373355,1.173615,1.173745,1.173595,1.173755,0
1767373360,1.173725,1.173945,1.173705,1.173975,0
1767373365,1.173955,1.173865,1.173835,1.173955,0
1767373370,1.173905,1.173745,1.173725,1.173905,0
1767373375,1.173715,1.173745,1.173675,1.173825,0
1767373380,1.173755,1.173865,1.173755,1.173975,0
1767373385,1.173845,1.174065,1.173845,1.174075,0
1767373390,1.174085,1.174035,1.174035,1.174135,0
1767373395,1.174015,1.174105,1.174015,1.174165,0
1767373400,1.174125,1.174035,1.174005,1.174155,0
1767373405,1.174045,1.174245,1.174045,1.174275,0
1767373410,1.174225,1.174335,1.174175,1.174345,0
1767373415,1.174255,1.174125,1.174125,1.174255,0
1767373420,1.173955,1.173845,1.173805,1.173985,0
1767373425,1.173885,1.173865,1.173795,1.173925,0
1767373430,1.173905,1.173855,1.173795,1.173965,0
1767373435,1.173875,1.173775,1.173765,1.173895,0
1767373440,1.173805,1.173905,1.173745,1.173915,0
1767373445,1.173885,1.173975,1.173855,1.173975,0
1767373450,1.173965,1.174015,1.173965,1.174055,0
1767373455,1.174065,1.173925,1.173925,1.174065,0
1767373460,1.173915,1.173955,1.173895,1.174085,0
1767373465,1.173925,1.173955,1.173865,1.173995,0
1767373470,1.173945,1.173875,1.173795,1.173965,0
1767373475,1.173905,1.173875,1.173875,1.174005,0
1767373480,1.173885,1.173875,1.173825,1.173925,0
1767373485,1.173895,1.173985,1.173885,1.174015,0
1767373490,1.173965,1.173785,1.173775,1.173965,0
1767373495,1.173795,1.173805,1.173785,1.173895,0
1767373500,1.173775,1.173515,1.173485,1.173785,0
1767373505,1.173595,1.173495,1.173485,1.173645,0
1767373510,1.173475,1.173375,1.173345,1.173575,0
1767373515,1.173345,1.173265,1.173255,1.173405,0
1767373520,1.173255,1.173095,1.173095,1.173255,0
1767373525,1.173055,1.172925,1.172915,1.173065,0
1767373530,1.172905,1.172995,1.172885,1.173025,0
1767373535,1.173025,1.173095,1.172985,1.173115,0
1767373540,1.173045,1.172995,1.172925,1.173045,0
1767373545,1.172975,1.173055,1.172975,1.173085,0
1767373550,1.173045,1.172875,1.172865,1.173075,0
1767373555,1.172865,1.172795,1.172795,1.172925,0
1767373560,1.172815,1.172895,1.172745,1.172895,0
1767373565,1.172945,1.172885,1.172875,1.173025,0
1767373570,1.172895,1.172935,1.172855,1.173005,0
1767373575,1.172945,1.172735,1.172685,1.172945,0
1767373580,1.172765,1.172615,1.172555,1.172765,0
1767373585,1.172605,1.172405,1.172315,1.172605,0
1767373590,1.172385,1.172355,1.172355,1.172435,0
1767373595,1.172375,1.172595,1.172375,1.172595,0
1767373600,1.172615,1.172615,1.172615,1.172805,0
1767373605,1.172605,1.172715,1.172605,1.172735,0
1767373610,1.172705,1.172815,1.172685,1.172815,0
1767373615,1.172785,1.172645,1.172595,1.172785,0
1767373620,1.172615,1.172605,1.172565,1.172705,0
1767373625,1.172595,1.172355,1.172355,1.172595,0
1767373630,1.172405,1.172195,1.172165,1.172405,0
1767373635,1.172245,1.172415,1.172245,1.172415,0
1767373640,1.172435,1.172315,1.172245,1.172455,0
1767373645,1.172325,1.172355,1.172305,1.172385,0
1767373650,1.172335,1.172355,1.172295,1.172415,0
1767373655,1.172375,1.172445,1.172375,1.172525,0
1767373660,1.172435,1.172255,1.172255,1.172485,0
1767373665,1.172285,1.172135,1.172135,1.172285,0
1767373670,1.172125,1.172085,1.172025,1.172125,0
1767373675,1.172045,1.172055,1.171995,1.172095,0
1767373680,1.172075,1.171965,1.171965,1.172075,0
1767373685,1.171985,1.171985,1.171975,1.172035,0
1767373690,1.172005,1.171985,1.171925,1.172015,0
1767373695,1.172005,1.172135,1.172005,1.172215,0
1767373700,1.172165,1.172175,1.172035,1.172195,0
1767373705,1.172165,1.172205,1.172105,1.172265,0
1767373710,1.172215,1.172285,1.172135,1.172295,0
1767373715,1.172265,1.172315,1.172245,1.172335,0
1767373720,1.172405,1.172475,1.172365,1.172475,0
1767373725,1.172465,1.172655,1.172465,1.172665,0
1767373730,1.172645,1.172795,1.172645,1.172805,0
1767373735,1.172695,1.172735,1.172695,1.172825,0
1767373740,1.172755,1.172875,1.172725,1.172875,0
1767373745,1.172865,1.172705,1.172705,1.172875,0
1767373750,1.172775,1.172735,1.172735,1.172905,0
1767373755,1.172765,1.172795,1.172715,1.172885,0
1767373760,1.172765,1.172855,1.172665,1.172865,0
1767373765,1.172845,1.173075,1.172815,1.173095,0
1767373770,1.173095,1.172965,1.172965,1.173095,0
1767373775,1.172935,1.172855,1.172805,1.172935,0
1767373780,1.172845,1.172625,1.172625,1.172845,0
1767373785,1.172625,1.172705,1.172625,1.172725,0
1767373790,1.172715,1.172515,1.172435,1.172715,0
1767373795,1.172505,1.172635,1.172505,1.172685,0
1767373800,1.172605,1.172755,1.172515,1.172755,0
1767373805,1.172725,1.172825,1.172685,1.172825,0
1767373810,1.172845,1.172815,1.172805,1.172875,0
1767373815,1.172835,1.173115,1.172815,1.173115,0
1767373820,1.173155,1.173395,1.173155,1.173395,0
1767373825,1.173405,1.173335,1.173255,1.173425,0
1767373830,1.173325,1.173505,1.173325,1.173585,0
1767373835,1.173545,1.173635,1.173495,1.173685,0
1767373840,1.173605,1.173755,1.173585,1.173755,0
1767373845,1.173735,1.173745,1.173625,1.173795,0
1767373850,1.173735,1.173845,1.173735,1.173885,0
1767373855,1.173855,1.173905,1.173845,1.173985,0
1767373860,1.173865,1.173635,1.173585,1.173885,0
1767373865,1.173705,1.173895,1.173705,1.173895,0
1767373870,1.173975,1.174015,1.173915,1.174065,0
1767373875,1.174045,1.174005,1.173995,1.174065,0
1767373880,1.173975,1.173875,1.173805,1.173975,0
1767373885,1.173855,1.174045,1.173785,1.174055,0
1767373890,1.174015,1.174135,1.174015,1.174195,0
1767373895,1.174125,1.174075,1.174065,1.174175,0
1767373900,1.174065,1.174005,1.173985,1.174085,0
1767373905,1.174025,1.174145,1.174025,1.174255,0
1767373910,1.174115,1.174155,1.174115,1.174195,0
1767373915,1.174185,1.174165,1.174105,1.174305,0
1767373920,1.174135,1.173955,1.173955,1.174195,0
1767373925,1.173965,1.173975,1.173915,1.174035,0
1767373930,1.174085,1.174105,1.173955,1.174115,0
1767373935,1.174095,1.174165,1.174055,1.174205,0
1767373940,1.174175,1.174315,1.174175,1.174315,0
1767373945,1.174355,1.174725,1.174355,1.174725,0
1767373950,1.174655,1.174675,1.174615,1.174725,0
1767373955,1.174705,1.174645,1.174645,1.174745,0
1767373960,1.174625,1.174395,1.174395,1.174625,0
1767373965,1.174405,1.174425,1.174345,1.174555,0
1767373970,1.174435,1.174605,1.174415,1.174615,0
1767373975,1.174595,1.174615,1.174565,1.174645,0
1767373980,1.174635,1.174675,1.174605,1.174725,0
1767373985,1.174655,1.174765,1.174655,1.174775,0
1767373990,1.174785,1.174665,1.174605,1.174785,0
1767373995,1.174655,1.174795,1.174645,1.174835,0
1767374000,1.174785,1.174825,1.174785,1.174915,0
1767374005,1.174835,1.174825,1.174715,1.174835,0
1767374010,1.174835,1.174985,1.174835,1.174985,0
1767374015,1.174975,1.174975,1.174955,1.175095,0
1767374020,1.175005,1.175095,1.174995,1.175155,0
1767374025,1.175115,1.175305,1.175115,1.175305,0
1767374030,1.175335,1.175235,1.175215,1.175335,0
1767374035,1.175255,1.175375,1.175135,1.175385,0
1767374040,1.175405,1.175165,1.175135,1.175425,0
1767374045,1.175185,1.175215,1.175155,1.175255,0
1767374050,1.175205,1.175215,1.175155,1.175265,0
